mod_type	logFC after training	SE training	P-value training	I2	Gene
base_model	-0.00290045124989532	0.0397440998779237	0.941823497557305	NA	C11orf96
avg_age	-0.0953163288805925	0.0349732194632348	0.00642218671190412	49.5693191547876	ACCS
base_model	0.0123349544806874	0.0036290150035536	0.000676373171065156	38.0204270527647	EXT2
base_model	0.0192283630632666	0.00878178031084283	0.0285551031918997	47.5118692333389	CD82
base_model	0.0979625941395719	0.0276688728123054	0.0003993176775513	NA	TSPAN18
base_model	-0.00320033222832975	0.00215435814935771	0.137407344520008	22.044909617729	PRDM11
base_model	0.014898764783524	0.0161172571325717	0.355278989526685	32.7145908903443	LINC02716
base_model	0.0261492632569369	0.0132323277618825	0.0481360902676069	NA	SLC35C1
base_model	-0.142170192746972	0.017251453382389	1.70697360496131e-16	63.3063946982927	CRY2
base_model	0.00255598618247045	0.00681763843389644	0.707728999080661	39.0535364791297	MAPK8IP1
base_model	0.0082658953010117	0.00397449174670798	0.037549714136137	29.4162881123608	CREB3L1
base_model	-0.00465840826272449	0.00923761226407369	0.614059674419849	55.6904813260566	DGKZ
base_model	0.0520083032004757	0.0224545018907377	0.0205493298688844	NA	MDK
prop_males	0.0453842966325579	0.0190629201621483	0.0172768193083523	8.38775410205597	ATG13
base_model	-0.00596155461308395	0.0159018777178691	0.707737614584939	NA	ZNF408
base_model	0.000640464205217161	0.0013883904566903	0.644583546390595	0	CSTPP1
base_model	-0.00422600368147326	0.00360158456410856	0.240646082022232	1.24741749937835	DDB2
base_model	0.0248511880662555	0.00547958270718502	5.75397414175616e-06	6.44418980330377	NR1H3
base_model	-0.0156107983251111	0.0158199183544577	0.323749903486581	NA	MADD
base_model	-0.000959308174524016	0.0113012749177749	0.932352855479678	69.030750110491	SLC39A13
base_model	-0.0395424975421141	0.0148476185194341	0.00773964387471184	69.5809510909077	PTPMT1
base_model	0.0699460959505617	0.0210418425919842	0.000886906725523672	74.4829861541475	NDUFS3
base_model	0.0018308666602395	0.00171901888961974	0.286846567316532	9.50472025070521	PTPRJ
prop_males	-0.0397982420955169	0.0119523669966009	0.00086927959215316	26.7978133948181	P2RX3
base_model	0.0123725356045084	0.00338491837319328	0.000256986897045506	1.23437418166313	RTN4RL2
base_model	0.0249231815944777	0.0256395245460112	0.331020208016069	NA	SERPING1
base_model	-0.0203830989556453	0.0120861512893659	0.0917026431960987	40.4470410185938	ZDHHC5
base_model	0.0231836869617479	0.0225783212185969	0.304509085447787	83.9741366913977	TMX2
base_model	-0.0418452672419683	0.0231181518107806	0.0702863129279452	NA	SELENOH
base_model	0.0795634528577556	0.0409794462485188	0.0521921656226273	NA	CTNND1
base_model	-0.0029296754216964	0.00240365795880601	0.222904775373039	NA	CNTF
training	-0.0745870836148084	0.0259286989729369	0.00401955910221869	76.9707002019163	ZFP91
base_model	0.00450805827139694	0.0013698084503972	0.000998270787252955	0	FAM111B
base_model	0.0596788046312946	0.0116706302508651	3.16094984688979e-07	55.7815582497049	FAM111A
base_model	0.0797673096513675	0.02578970932832	0.00198150900273961	NA	DTX4
base_model	0.0631321592704239	0.020299854702128	0.0018709947711828	95.8616457189216	STX3
base_model	0.017657693255778	0.00852857039887129	0.0384133538347357	NA	MS4A2
prop_males	-0.0494329680497418	0.0125998151104469	8.7341012004312e-05	0.236997372882866	MS4A4A
base_model	0.00153437891067376	0.00134824404377887	0.255096576894092	0	MS4A14
base_model	0.151833517101046	0.0521604234312268	0.00360395077657294	NA	MS4A7
base_model	8.157316381374e-05	0.00145195702298705	0.955197196618665	1.4784523577309	MS4A5
prop_males	0.0746979035025136	0.0386724740277167	0.0534147966346533	NA	MS4A8
base_model	0.000631784862246884	0.00156682783689932	0.68678237767138	5.89753000924225	MS4A15
base_model	-0.0239564550084127	0.0192858672862753	0.214171373882393	NA	CCDC86
base_model	0.00490841663995648	0.00177556378067227	0.00570228465714904	1.08625484819917	ZP1
base_model	-0.0410622812125677	0.0270516566203345	0.129034282254678	NA	TMEM109
base_model	0.0186617530865626	0.0164941470418672	0.257879754195326	NA	TMEM132A
base_model	9.11711282022584e-05	0.00161670990644694	0.955028730096704	7.49274955606897	CD6
base_model	-0.00206059619855938	0.00135189186419325	0.127450885421731	0.744763015745419	PGA3
base_model	-0.00228625679204891	0.00159746739197107	0.152379815986495	0	PGA4
base_model	-0.00143966999250597	0.00162883806476854	0.376770075198029	0	PGA5
base_model	0.0144992352178681	0.0121617152989707	0.23318160089047	52.8090630722474	TKFC
prop_males	-0.104874030396451	0.0429486344049034	0.0146123037353705	74.1987458225758	TMEM138
base_model	0.0192676211612338	0.00623531380176611	0.00200102299342613	3.62802132661319	TMEM216
base_model	0.0163128249154403	0.0217587144540415	0.453426639748443	NA	SDHAF2
base_model	-0.00153012953049661	0.00810834114665837	0.850319681186193	52.7901404108179	PPP1R32
base_model	-0.0689992045441101	0.0220047775401635	0.00171475736039511	87.1051623183584	FEN1
base_model	0.00484848355414436	0.00928153589748115	0.601406165956902	64.1669867041675	FADS2
base_model	0.0353401218722515	0.021334797743644	0.0976298106871234	72.8659065895317	BEST1
prop_males	-0.127388275150618	0.0519614094850465	0.0142225068185127	56.0739952704768	LOC399900
base_model	-0.0081508475835178	0.00445409526346264	0.0672548656205035	20.1308454825582	INCENP
training	0.0983416428644132	0.0322281826783012	0.00227763577530687	49.1256167440451	SCGB1D2
base_model	0.00127153684284415	0.00161901341011227	0.432232218669339	0	SCGB2A2
time	0.0311306695776156	0.0103904941354393	0.00273481763062801	43.0905341725261	ASRGL1
base_model	0.0123672443334231	0.0156916839945753	0.430614801215409	58.9438329177364	ROM1
base_model	-0.000682602528578462	0.00913482791733215	0.940433297315802	27.3503293075245	SNORA57
base_model	-0.0193518137260935	0.0278218701254824	0.486703663928703	78.7039783028376	UQCC3
base_model	0.00742776807793813	0.0109560378143939	0.49779632150111	41.5430565658923	GNG3
base_model	-0.0047554771888761	0.00875994772427656	0.587222113579706	50.79018366581	TTC9C
base_model	0.0477692285199454	0.013907605490656	0.000593088038595278	49.6455536792226	POLR2G
base_model	-0.026929050708227	0.00773608943768272	0.000499612184923453	9.4101794223542	TAF6L
base_model	-0.00833355603897279	0.0296792103851452	0.778873268809113	NA	TMEM179B
base_model	-0.0306012212281885	0.00825197852089064	0.000208614510448245	32.9821855717663	SLC3A2
base_model	-0.000668876913027522	0.00132602443220882	0.613964322678363	0	SLC22A9
base_model	-0.00805834655380771	0.00357959345627713	0.0243734783883026	11.5223571190675	LGALS12
base_model	-0.0185123491593277	0.0145037914317366	0.2018212262881	37.5792603362961	PLAAT4
base_model	-0.0239830447849173	0.0113685722769868	0.0348935469447392	59.6135836655441	RTN3
base_model	-0.00800494352125683	0.0116677961694288	0.492667962338456	48.9103923313004	SPINDOC
base_model	-0.0118154273308489	0.0281406118759202	0.674579681508148	NA	NAA40
base_model	0.043208335476234	0.01465966790047	0.00320427959945986	46.3986172318153	COX8A
base_model	-0.0312556848068498	0.010573683302281	0.00311668848853781	64.930396030883	OTUB1
base_model	-0.0675854376093388	0.0126522272960964	9.20373959103874e-08	21.6772628468566	STIP1
base_model	0.0335573985754923	0.00733468780973176	4.75847408744784e-06	29.7867466807107	FERMT3
base_model	0.035255082965909	0.0166205371155253	0.0339070016024973	60.1510837988567	NUDT22
base_model	0.0476707381164391	0.0114878982080649	3.32986391144026e-05	53.8349327263955	DNAJC4
base_model	0.10072476548738	0.0274915072123433	0.000248452080634693	NA	VEGFB
avg_age	0.128643473653447	0.040738645379836	0.00158978240363293	0	FKBP2
base_model	0.0116778379824655	0.0108377901905576	0.281252045936107	NA	PLCB3
base_model	0.0390261781679816	0.0141561039535157	0.005836208794917	NA	GPR137
base_model	0.0383975795923829	0.0164704919654227	0.0197377968170309	45.083669712456	ESRRA
base_model	0.0500524969037331	0.0211423243021512	0.0179131977334713	NA	PRDX5
base_model	0.00605072808427416	0.00670748443022622	0.367011162707467	30.2173461128259	CCDC88B
base_model	-0.00289091516619926	0.0130051619746486	0.824088273241669	NA	RPS6KA4
base_model	-0.000784756249513242	0.00137006061484586	0.566787271366149	0	SLC22A12
base_model	0.00895032283884347	0.00913473551697852	0.327178962028878	28.7097565132258	PPP2R5B
base_model	0.00207073876013042	0.0175264198364981	0.905949156659315	65.05861854104	ARL2
base_model	-0.0256255534976613	0.0144170840881514	0.0754952865495684	66.0910539182225	SNX15
base_model	-0.0547822213314387	0.0206788886414539	0.00806859224788261	55.2229558273765	SAC3D1
base_model	-0.0176331747449422	0.0107026029175031	0.0994431040550611	45.5365952992609	ZFPL1
base_model	-0.0407445832340784	0.0223021050115668	0.067708956354027	NA	VPS51
base_model	0.0045492159824809	0.015109029558176	0.76334393471248	NA	MRPL49
base_model	-0.00981606708022579	0.0136236066248875	0.471205521091026	52.8082909321334	CAPN1
base_model	-0.0240421436966595	0.00636425510719958	0.000158293648122881	66.018875783609	POLA2
base_model	0.00796096269746013	0.00557227254064013	0.15309786130558	0.311467787878412	CDC42EP2
base_model	-0.0631354751102442	0.0108149857559981	5.29018967769741e-09	59.9799587041249	DPF2
base_model	-0.000389332145355813	0.00437256365284421	0.929050288576072	4.21288188169853	TIGD3
base_model	0.0403339808138123	0.00491507835402389	2.28351275004962e-16	0	FRMD8
time	-0.025195237297007	0.00992181462001762	0.011104978355635	24.4851063430968	SCYL1
base_model	-0.0518840413444317	0.0161294460784131	0.00129661447684409	70.4523886542096	ZNRD2
base_model	-0.0133693001693896	0.0182871178107615	0.46473182336597	67.4141614238444	FAM89B
base_model	-0.0445999459604721	0.0514120157351248	0.385667874116153	NA	EHBP1L1
base_model	0.0621841036434428	0.0181164925297039	0.000598136039579061	NA	SIPA1
base_model	-0.0449599381641449	0.0103140214239104	1.30593374165333e-05	70.8497531864666	KAT5
base_model	0.0126231380497374	1.30977407072654e-06	0	NA	SNX32
base_model	-0.0114083434410812	0.0118486668579892	0.335628965592907	56.8361933050526	MUS81
training	0.0178533658812145	0.00571582784747999	0.00178716245234608	0	CTSW
base_model	-0.0140101210712328	0.0112758687879978	0.214056911486735	16.1170857742349	CCDC85B
base_model	-0.0453224343097013	0.0117654878680096	0.000117084845352392	2.59442082238464	DRAP1
base_model	-0.000568912613558376	0.00154169638425971	0.712114841279487	5.20999840534856	TSGA10IP
base_model	-0.0476950559627082	0.0103405124079089	3.97957790136503e-06	55.9753102508533	SART1
base_model	-0.0627204017201633	0.020281906485933	0.00198524202970022	NA	BANF1
base_model	-0.00840208789940414	0.00942727743633959	0.372793536400733	33.0933854722506	SF3B2
avg_age	-0.0702935665180795	0.0241441564182995	0.00359800205967023	43.7906920830265	PACS1
base_model	-0.0149598097232497	0.0100257847048841	0.135664138165368	44.5126539911803	KLC2
base_model	-0.060868499180351	0.0176524082507666	0.000564399318942259	NA	RAB1B
base_model	0.0020227014230691	0.0019562485062835	0.301150390196052	18.3598518546847	CNIH2
base_model	-0.0528040091144186	0.0127416588793243	3.40998961735845e-05	58.9048222988112	PELI3
base_model	0.00600743830996925	0.0127298222241636	0.636984979395713	NA	DPP3
base_model	0.00907921731174485	0.00603383065542835	0.132396434947111	4.92135482911661	BBS1
base_model	-0.484104765038781	0.0571431475732306	2.41649812868822e-17	57.9204069516023	ACTN3
base_model	-0.0224453454709361	0.0104208547549569	0.0312490205029796	68.6750023190587	CCS
base_model	-0.0457320283355573	0.0183021730004483	0.0124642315031392	73.8741664923384	RBM14
base_model	-0.0144857314205398	0.0053589576004555	0.00686986545323498	9.03986334164423	RBM4
base_model	0.000385978449693584	0.00138985006388538	0.781233222373661	1.15757179188924	C11orf80
base_model	0.00188883544668595	0.00485569804379952	0.697280883169396	0.97172006256944	RCE1
base_model	0.032193759483936	0.0180683868052744	0.0747862955770257	70.786474086096	LRFN4
base_model	-0.0532940862138056	0.0122071518692761	1.26653462457863e-05	48.1467271452067	RHOD
training	-0.0482481364848338	0.00629963513316963	1.87564569091771e-14	0.600531548098579	KDM2A
base_model	-0.0126014566726777	0.00948233210424588	0.183867548396696	22.2910047709935	GRK2
base_model	0.0164450993554221	0.00974398094884841	0.0914652306074182	NA	ANKRD13D
base_model	-0.00269028264237168	0.00936234497150839	0.77384329370977	56.1287089304074	SSH3
base_model	0.144154778122835	0.0371372729153636	0.000103739984128794	65.5769026141199	CARNS1
base_model	-0.0639877700238556	0.0158258983803452	5.27195330629187e-05	NA	RPS6KB2
base_model	0.0021388704700613	0.0078429722635372	0.785074823440025	48.1104724824278	CABP4
base_model	0.00301584042551838	0.0161186470677346	0.851580206645962	66.1540557057715	AIP
base_model	-0.0534444458048663	0.0119837840493103	8.20628210554565e-06	44.1594838758229	GSTP1
base_model	0.0932089399948301	0.0293074125048741	0.00147078033445044	NA	NDUFV1
base_model	0.00646616940283816	0.00779266049942155	0.406664953142075	72.6526943401821	ALDH3B1
base_model	0.00882582486028324	0.0210374569284915	0.674829509844813	69.7976372665892	NDUFS8
base_model	0.0350479483880051	0.015209747394298	0.021205338850737	NA	TCIRG1
base_model	0.00439634142482576	0.00474419398533106	0.354093608600942	38.8474157492074	LRP5
prop_males	0.0403666404378543	0.0236447504326916	0.0877823508092287	39.8926926304233	PPP6R3
base_model	-0.0154581927779597	0.00783263782123991	0.0484316202942254	NA	IGHMBP2
base_model	-0.00868595707476894	0.00272780289362399	0.00145138671955499	0	TPCN2
base_model	0.00012986624218863	0.00158285918003164	0.934610647508736	5.84001140370404	MYEOV
base_model	0.103907928749813	0.0226535386881652	4.50027030103454e-06	65.1706827379406	CCND1
base_model	0.0343805485347202	0.0242588902665385	0.156414229746975	NA	ANO1
base_model	0.0174385658784915	0.0243530873018365	0.473946842586812	84.515401171836	FADD
avg_age	-0.0941020912520578	0.0222184915028284	2.28241554896812e-05	46.5713548719624	PPFIA1
base_model	0.058747493300436	0.0158707702396585	0.000214230873532431	80.8743058756141	CTTN
base_model	-0.00748984519964102	0.00845913570480336	0.375932873259983	34.9284731590013	KRTAP5-9
base_model	0.0127212038295608	0.00443557557796594	0.00413083459680911	38.1374722941957	FAM86C1P
base_model	-0.0125755299231489	0.0147203593185308	0.392941535850278	NA	RNF121
base_model	0.00696906516792729	0.00324430334510616	0.0317063715737773	0.180881786985229	IL18BP
base_model	-0.0212738585923695	0.00773923524990579	0.00598080062874917	40.1615487025803	LRTOMT
base_model	-0.000347983775354467	0.0021989821421978	0.874261650695783	3.22949805409716	FOLR1
base_model	-0.00441800800809123	0.0222982777803036	0.842941591001636	77.8343892672339	INPPL1
base_model	0.0473653401139637	0.0131842105256053	0.000327419223811401	43.0443819896808	FOLR2
base_model	-0.00590418540237737	0.00913909688127802	0.518256054812761	39.6562398534886	ATG16L2
base_model	-0.0996165399410187	0.0350731733442381	0.0045078354647755	NA	P2RY2
base_model	-0.00496039285132569	0.00161955313678477	0.0021926502054563	0	P2RY6
base_model	0.0802829416952221	0.015454406696506	2.04912259914527e-07	76.458540848076	ARHGEF17
base_model	-0.0177871373895462	0.0107799238008645	0.0989379439702572	52.3908644913238	RELT
base_model	0.0518368970396978	0.016283360281938	0.00145542552263663	NA	PLEKHB1
base_model	-0.0217141443990732	0.00745499313864598	0.00358320833075307	47.0673701922994	MRPL48
base_model	-0.0156837820424684	0.00672247002340999	0.0196461195768791	39.7421001908356	PAAF1
base_model	0.00614470153838502	0.00980192070937726	0.530732983619183	64.3547945975158	PPME1
base_model	-0.0589452314036003	0.0331258235581278	0.0751685637816815	NA	RNF169
base_model	-0.0379463955958607	0.00873749317801751	1.4058949402407e-05	44.0085919151565	NEU3
base_model	0.0625636397534189	0.0274646331086116	0.0227283011262365	NA	SLCO2B1
base_model	-0.0548192792522489	0.0228797927481489	0.0165764821307802	NA	RPS3
base_model	0.228770045147804	0.0650813975331514	0.000439526759177498	NA	SERPINH1
base_model	0.00554560108199716	0.0273047968950225	0.839056962395244	NA	DGAT2
base_model	-0.00613545604322668	0.00226925675139241	0.00685661151978841	21.3653958078875	UVRAG
time	-0.0294916988501852	0.00891105890665918	0.000934421841371277	4.77711761851759	EMSY
base_model	0.0494597179519322	0.0226429446194932	0.0289378303602214	NA	ACER3
base_model	-0.00117890481565062	0.0155186374409068	0.9394453276177	98.3517967814176	B3GNT6
base_model	0.0117274532060151	0.00694802073537979	0.0914334937519951	79.8777441729629	CAPN5
base_model	-0.000524672601777633	0.00772893292069346	0.945877798429903	26.5187839699809	OMP
base_model	-0.0111066442903335	0.00608810587870963	0.0681039325383005	87.8442254205659	MYO7A
prop_males	0.136571250692754	0.0589597680143966	0.0205393588116598	61.1438881085364	AAMDC
base_model	-0.0641313211935433	0.0471021186633025	0.173343755054915	82.7547120300983	THRSP
base_model	0.0489510121399876	0.0230553928083492	0.0337378148606119	NA	USP35
base_model	-0.0354529493027014	0.0107814918924376	0.00100788741820583	40.0919619829962	RPS28
base_model	-0.0054402943532925	0.00235168794523583	0.0207030055610409	21.8684321348212	DDIAS
base_model	-0.038496872438785	0.0173898652603575	0.0268457508969572	NA	PCF11
base_model	0.013046751566176	0.0127754776954382	0.307143610483209	42.1542725520607	TMEM126B
base_model	0.0627054541741428	0.0272508464339775	0.0213890249155857	76.0873916569147	TMEM126A
prop_males	0.043424789865847	0.0132222240639019	0.00102262392751604	0	EED
prop_males	0.0538158981206259	0.0298076751263081	0.0710062282723069	57.9816170604002	HIKESHI
base_model	-0.0034054735148701	1.2095523590616e-06	0	NA	CCDC81
base_model	0.0643210680373697	0.0233792016501623	0.00593757626960918	NA	PRSS23
base_model	0.00373337426833912	0.0016203228730026	0.0212174347314431	4.49973165594018	TMEM135
base_model	0.000316911180759049	0.00137818464005	0.818131963153729	0.500922148096268	FOLH1
base_model	-0.00125788367279844	0.0014556216661113	0.387502397042219	2.57193487697176	FOLH1B
base_model	0.000373860508886816	0.00206790220573412	0.856530716191977	12.1689618037479	NAALAD2
base_model	-0.000501875910071059	0.00155072667028861	0.746211220687746	5.82954451240795	DEUP1
base_model	-0.0134718786593301	0.022510285636435	0.549521984365721	NA	CEP295
base_model	-0.0216961345689289	0.0139260053289064	0.119243150884446	41.6159836991026	C11orf54
base_model	-0.00155694433872265	0.00525437545667552	0.766990392748528	24.5659363293082	MED17
training	-0.0117593503340351	0.0751229159282784	0.87561149389474	94.3165395640507	PANX1
time	0.022489423710648	0.0183115514128498	0.219388781845059	5.11693700516963	ANKRD49
base_model	0.01028142042224	0.00487852367230488	0.0350754725119302	0.721434348450898	FUT4
base_model	-0.0406141415867878	0.021840215404978	0.0629416400295534	79.8415925808269	AMOTL1
base_model	-0.00145042650786207	0.00199872633230676	0.468037792937133	0.771724435207812	KDM4D
base_model	-0.0546299522438381	0.0223637284952859	0.0145741068777122	79.8329119109104	SRSF8
base_model	-0.0758718914024412	0.024484676279267	0.00194338910655733	71.2100273120653	ENDOD1
prop_males	0.0784595172498308	0.0402376909044109	0.0511879095124063	NA	CEP57
base_model	-0.000890670354694998	0.00148838202018037	0.549562957261289	5.68479263205314	CNTN5
base_model	0.000901810509095126	0.00141919597897101	0.525143041650608	0.963166574360533	CEP126
base_model	-0.000127290702881417	0.00140419970371235	0.927770701340337	0.500002319908961	CFAP300
base_model	0.0246300067009379	0.0323290076692772	0.446146724360176	NA	YAP1
base_model	-0.00215522192416418	0.0118422018265509	0.855586623107309	47.2555712786935	BIRC3
base_model	-0.00598865297150178	0.0115210946331072	0.603203706516461	64.6579604877616	BIRC2
base_model	-0.0050375636918171	0.00227700857226172	0.0269417698686772	17.721508728395	ELMOD1
base_model	-0.108651825544921	0.018066384124993	1.80963941660114e-09	69.0933640772257	CUL5
base_model	0.00869153057940833	0.0239142673935361	0.716272189546883	71.5877623944081	ACAT1
base_model	0.0108507969497745	0.00383247272072525	0.00463623580681169	18.9494072547501	ATM
base_model	-0.00162691023971556	0.00140230822856523	0.245981252623724	0.152713489143279	DDX10
base_model	0.000270575245740735	0.00143429304196949	0.850369402599247	1.42689696061795	C11orf87
training;prop_males	0.046327578174951	0.0286685335382966	0.106100135618737	0.807012985037431	ZC3H12C
base_model	0.0234476758052058	0.014327462398959	0.101723549264505	66.8358659041264	FDX1
base_model	-0.000983074144926933	0.00145178432361796	0.498311491269836	1.33235216742242	HOATZ
base_model	0.00188311864685937	0.00764907729987679	0.805535934797584	51.9318590117606	LAYN
base_model	-0.0113554426721248	0.0594896537247438	0.848618851568261	NA	SIK2
base_model	0.0760037430754805	0.00857906597542612	8.05837822113909e-19	0	C11orf1
training	-0.130176302651972	0.0222229811927032	4.69226662796766e-09	NA	HSPB2
base_model	-0.0363625413653528	0.0229398844688106	0.112938362328577	35.7787755628242	HSPB2-C11orf52
prop_males	0.084896777435616	0.0319690097330099	0.00791683736589059	59.3168815723521	DIXDC1
base_model	0.0675423582298103	0.0184213290264831	0.000245863945200526	56.8064193349574	DLAT
base_model	-0.00829951073534629	0.0161440649925689	0.60718870641055	68.6330775370547	NKAPD1
base_model	-0.0279347599517281	0.00675750404975627	3.5667847898243e-05	30.8101587819789	TEX12
base_model	-0.0341080251917008	0.0439615173451232	0.437831083824023	NA	BCO2
base_model	-0.003429471036661	0.0093374465140866	0.713409078124417	35.2138460347883	PTS
base_model	0.00631540474129211	0.00529966594997521	0.233394231871363	3.67471884486803	LOC100132686
base_model	-0.00486478682710817	0.00271296103147592	0.072946541235002	27.3640966300624	TTC12
base_model	0.000607510008818844	0.00137536953318143	0.658701423344962	2.67316438436581	HTR3A
prop_males	0.0968703589380351	0.0981875999008592	0.323846397953747	89.8645859453324	ZBTB16
prop_males	-0.227965798227254	0.144883776603827	0.115617180687508	92.4098162446014	NNMT
base_model	0.0107830655968742	0.00982787299489649	0.272557381962096	18.4035300863587	RBM7
avg_age	0.170727799625964	0.0376738901861875	5.85033201250975e-06	26.5936953085073	REXO2
base_model	0.00955404286001407	0.0058301271791934	0.101268125645223	24.8722916458265	PAFAH1B2
avg_age	-0.160020324843606	0.0433301152076061	0.000221579573067404	57.3614136044869	SIDT2
base_model	0.0223026227668415	0.0332906925409745	0.502898793003411	39.5052863772083	TAGLN
prop_males	0.065191892284076	0.0273335113248753	0.0170766285172671	65.6994963778741	RNF214
base_model	0.0523837270226793	0.0120896571586242	1.47132991297818e-05	58.6310947011087	IL10RA
base_model	-0.000785930010945468	0.00145058866817091	0.587955782940108	2.1298027288286	TMPRSS4
base_model	0.0104954411093958	0.00387504928321543	0.00675949389563948	0.289508193777154	CD3E
base_model	-0.00179411398326259	0.0026441179907334	0.497435564533941	0.939886042014494	CD3G
base_model	-0.00461167924015355	0.016840810554129	0.784207962322753	67.6968680948548	UBE4A
base_model	0.0529777636918445	0.021442511312801	0.0134853269570789	73.4967633102132	ATP5MG
prop_males	0.0508283794420888	0.0226570616350482	0.0248723758993496	26.5142557848259	KMT2A
base_model	-0.014400536631942	0.0117818708650086	0.221608449454816	48.1090875863702	PHLDB1
base_model	-0.0102498096624452	0.0114788509794746	0.371894694931745	57.2638311251156	CXCR5
base_model	-0.0132884497126624	0.0353241556943001	0.706778688380542	NA	CENATAC
base_model	-0.0073483432264015	0.0167346853744039	0.660582892950104	59.9269001857412	TRAPPC4
base_model	-5.59641106917163e-05	0.0182569386511806	0.997554199485274	NA	VPS11
base_model	0.0244927853810531	0.0187134665897608	0.190591238026644	68.1061970464025	HMBS
base_model	-0.00781886037078234	0.00924226831839744	0.39755869735115	41.8083456982126	C2CD2L
prop_males	0.0557284198556814	0.0204642175110669	0.00646503923884701	16.9116296251882	HINFP
base_model	0.0036236199965212	0.00153503323636595	0.0182447402666657	2.71389376052853	ABCG4
base_model	-0.00172150661550513	0.0145896030048126	0.90607127156442	70.9365544244434	NLRX1
base_model	0.0197953995737684	0.00464029318013771	1.99026288687913e-05	44.0288517306178	CBL
base_model	0.0791178975253477	0.0214482345627801	0.000225328698896411	64.6060403766317	OAF
base_model	0.030934224914174	0.00776767297125659	6.82138111318083e-05	16.5721126732223	TLCD5
base_model	0.0178181278581478	0.00887797850057494	0.0447493630559291	63.5729677869748	ARHGEF12
base_model	0.0152826687212869	0.00678345945619836	0.0242634754874944	43.831029596846	TBCEL
base_model	0.0173512102072918	0.0102974178294943	0.0919874255137672	NA	TECTA
base_model	0.0104452170795349	0.0117546329844497	0.374215794641241	50.5225181475326	SC5D
base_model	-0.00715553854893535	0.00243545221589036	0.00330258308837212	13.1149507601099	SORL1
base_model	0.0509881767175481	0.032320928057149	0.114666916674902	NA	UBASH3B
base_model	0.000127298126892559	0.00148346572363391	0.931616421026891	3.31818016371694	CRTAM
base_model	0.00106939105686362	0.00141078549585383	0.448444341411119	0.47684041968669	JHY
base_model	0.00147248756388837	0.0169742291125642	0.930871487500428	97.0521052755678	GRAMD1B
base_model	0.00771854106792628	0.00579610209021626	0.182966053950233	25.1378468422943	VWA5A
base_model	0.00895745582500132	0.0121249044723362	0.460049669505404	75.4747322315048	TBRG1
base_model	-0.000363576378741148	0.00138032435411457	0.792242880277818	0	CCDC15
base_model	0.003645167155872	0.00242923938962393	0.133474976297233	20.7022576796458	SLC37A2
avg_age	0.0291141753025759	0.00780959851210928	0.000193006157612778	2.4499194859123	PKNOX2
base_model	-0.0173878703879834	0.011931909695146	0.145045186618275	61.5043870096673	EI24
base_model	-0.0213616953898323	0.00937512296688986	0.0226937722247918	46.8034409158785	STT3A
base_model	0.000552448231476202	0.00133349093920578	0.678663784644135	0	PATE1
base_model	-0.00959614703600365	0.00353179858162761	0.00658625036060246	0.563020862649595	HYLS1
base_model	-0.00136601589404678	0.00154778972174895	0.377474538343841	6.83145553291692	DDX25
base_model	0.0130552805130157	0.0106017387102733	0.21816273777011	69.804726053909	FAM118B
base_model	0.0754559654420103	0.0183991890388824	4.11282451969693e-05	64.0545144792092	FOXRED1
base_model	-0.00487387470311097	0.00734798184510924	0.507142066520708	68.404998522169	TIRAP
base_model	-0.0290296427799125	0.012507864729165	0.0202916393613065	79.7982049961802	DCPS
base_model	0.00663836317782744	0.00188282875425263	0.000422302590128252	10.1240579939909	ST3GAL4
avg_age	-0.0717866625795898	0.0540458302364011	0.18409376824878	NA	FLI1
base_model	0.00509952313305592	0.00150558868471834	0.000706452649270981	2.19749788337226	KCNJ5
avg_age	0.144889232890138	0.0370593479704742	9.24283652631125e-05	0	PRDM10-DT
base_model	0.0357721215811141	0.0200155053539914	0.0739018564936489	NA	APLP2
base_model	0.0446002164180899	0.0156124845315379	0.00428067470692625	80.7914560308663	ADAMTS15
base_model	-0.000809994407597178	0.00154629556383682	0.600397504115654	6.64987841827334	NTM
base_model	0.0182945664466686	0.00624471489963783	0.00339389899714023	45.1784467096488	JAM3
prop_males	0.0594081744575276	0.030966949989109	0.0550554930829032	65.3580364667277	VPS26B
base_model	0.0181121006535065	0.0195958026067973	0.355338103369436	76.8265368316205	ACAD8
base_model	-0.00674050268135203	0.001412981066582	1.83848945704488e-06	0.388958622537765	GLB1L2
base_model	-0.00280654648774443	0.00984333654003055	0.775551089257474	46.7725567371298	BET1L
base_model	0.0420283986879749	0.017576559644439	0.0167951477046183	NA	SIRT3
base_model	0.18125061460502	0.0381948496832544	2.08073842527678e-06	NA	IFITM3
base_model	0.0707770976137148	0.0147399776011943	1.57316423993248e-06	NA	SIGIRR
base_model	-0.070615664560275	0.0161841069267419	1.28131327274512e-05	57.4904299837899	HRAS
base_model	0.0283736509530634	0.0125756443449772	0.0240557084757228	5.39918943752343	IRF7
base_model	4.26579162639773e-05	0.00450083075539201	0.992437933112483	5.8263359186588	CDHR5
avg_age	-0.0988579367555594	0.0699828545420077	0.157772711460433	44.6694501093488	SCT
avg_age	-0.0528929706511151	0.0153167637944248	0.000553827696926337	0.815341661399559	DEAF1
base_model	0.031142188671869	0.0134792727978821	0.0208673453833882	74.1954264466976	GATD1
prop_males	-0.0847813654178009	0.0186740016309316	5.62342577721305e-06	10.3127392780231	CEND1
